activity_uuid_product_uuid,activity_name,geography,reference_product_unit
0209ff47-3620-55f6-9d3c-5ad3b2cf7e31_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、石油,俄罗斯,MJ
020a960c-dbb6-5d4a-81a4-1220358ecd1c_77282160-5a7e-4a84-9ba1-b0d81e14f10a,耕作、锄地、培土、马铃薯,"加拿大,魁北克",ha
0216874f-82de-5b77-9713-893c36cec3ef_5cee9505-17ca-55f9-9677-6edfbeb5edb4,管状刨花板市场,欧洲,m3
021d3024-6639-574d-9a4b-c3552e8d7d51_dfaef357-a79e-4846-aabc-848b1ab59fbb,吸力、木屑,瑞士,kg
021dfa37-25a6-5087-8ced-59b4d4d1d20d_d69294d7-8d64-4915-a896-9996a014c410,发电、光伏、3kWp 倾斜屋顶安装、CdTe、层压、集成,世界其它,kWh
022a3fe5-6948-5921-bcd9-d3d7bcad98a5_90d1a4f9-d3b7-47e8-acc4-e2d692443216,液晶显示器背光源生产废水处理、废水处理,瑞士,m3
0231384b-9aa0-5751-8e94-26eefab10798_c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6,特定工艺负荷市场，城市垃圾焚烧,世界其它,kg
02379f6c-b603-5dbd-96af-ead582b683b0_8b106b36-7a3f-464d-855f-70a1d5acfd0a,镉生产，初级,"加拿大,魁北克",kg
02381385-4298-5c26-a59e-b28e0d96aae5_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、残余混合物,塞尔维亚,kWh
02454e77-cf2e-5e97-895f-b49a2d073ba4_bf633ec7-acbf-46a8-b490-042e9557eda8,锯木、板条、软木、干燥 (u=20%)、刨光的市场,欧洲除了瑞士,m3
02469d33-b0c6-5e9e-9f13-9271da135c0a_76ab0018-e176-43e0-b42c-12e82b937fef,硬质粉煤灰、残渣填埋处理,西班牙,kg
02473da1-7c8e-5af2-9fa0-2ff2f3912c66_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，570kWp 露天安装，多晶硅,加拿大，不列颠哥伦比亚省,kWh
024c7a31-7f25-5698-8e89-176481a1b38f_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气市场，高压,利比亚,m3
024cbfc5-8c36-571f-804b-160470148032_63b19600-43b7-42f4-bb72-172da4012027,铝车削，平均，常规,欧洲,kg
024f5de4-2e62-511f-b49e-ec40b2a1df49_09c949e6-dd20-40d4-9adb-b46a01366b72,光伏立面安装，3kWp，单硅，层压，集成，在建筑物,瑞士,unit
0250a229-0711-5da8-b52b-28d4f071de5b_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,德州区域实体,kWh
025844aa-50db-5414-9d96-71f6d95d7f6d_610daa06-27af-553b-9382-71de32df4525,交叉层压木材市场,世界其它,m3
025b3308-1ab8-5dbb-8fe2-f25917370e71_055fef90-cc32-43a7-9532-72ea77dd12a3,多晶硅片生产，色带,欧洲,m2
0262e132-f86d-52e2-88d4-188ee8bb4fb2_05170dff-9f59-4269-bf68-5a913d633654,窗框市场，木质金属，U=1.6 W/m2K,全球,m2
026953b5-58c0-59a3-9266-5759a836678b_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,石油和天然气生产，陆上,墨西哥,m3
026953b5-58c0-59a3-9266-5759a836678b_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5,石油和天然气生产，陆上,墨西哥,kg
026a4a34-c9e0-5f53-a24c-e4aadd5fbe02_5664f63a-1998-4680-bf9d-608ca7360b2a,铀矿作业，露天开采,美国北部,kg
026dcedf-a4bf-55a7-b1ce-3f15a8ea7d0f_cfe51aa8-55b2-43ef-82f3-0d6c4c80ca67,吹塑,欧洲,kg
026fc509-945f-5b37-9a4f-995ddfcdaaf5_ef7d455e-a506-48a9-bb01-117b1a8fb996,轮廓市场，黄铜,全球,kg
0272a3f3-2013-530d-9b61-fc836b5e93ba_23fccced-e1e5-421d-9abe-5b59c51a862e,镍市场，第 1 类,全球,kg
02796266-a373-59cc-8dc7-cda04faadd1d_d0cf73b3-5bc9-448e-8285-650adc0a57eb,双酚A粉市场,全球,kg
027b6478-e9c9-5a52-bd9e-3bb8bd07a4be_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化市场，多年生作物,巴西亚马孙,ha
0285f49f-1fa5-5c8f-8076-0fc40ca2e730_479205fc-ee9f-45ec-9859-0f05b803147f,操作，电脑，台式，阴极射线管显示，关机模式,"加拿大,魁北克",hour
02877487-786c-5bae-a4a4-4884b504db9c_85a9dd8c-769e-4528-9a1a-105ab3269262,运输，乘用车，中型，柴油，5 欧元,世界其它,km
0288d2b6-53d5-5fd3-8af0-8877e650d328_e7d9edbf-64cc-434e-8bdc-90ecc8d2813c,邻硝基苯酚市场,欧洲,kg
028df57a-ce10-5459-93c7-615e5fe20472_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风能，<1MW 涡轮机，陆上,法国,kWh
028e6521-7191-538e-9ddc-589954add8dd_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,处理废木杆，镀铬，市政焚烧,世界其它,MJ
028e6521-7191-538e-9ddc-589954add8dd_637ee275-a239-4dcb-b084-abfa110dd65b,处理废木杆，镀铬，市政焚烧,世界其它,kWh
028e6521-7191-538e-9ddc-589954add8dd_7ef961a9-b8c2-425f-8b79-9ad184c86c00,处理废木杆，镀铬，市政焚烧,世界其它,kg
028fdcc6-7d4b-5afe-af2c-f53f5d2082a1_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化市场，多年生作物,"巴西,罗",ha
0290b4f8-6414-5e31-a89f-ac93804f84d3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力电压从高压到中压的转换,印度，东北电网,kWh
0293e502-bec3-5347-90c6-55a5f210925f_7ee0ddc3-924d-4339-b9bf-7856af6a698f,废聚乙烯市场,罗马尼亚,kg
0294a37e-94e9-51b7-abd9-c60bd771b7f6_1f61a047-2cac-4f60-91c0-e60fb6b865a6,硅生产、多晶硅、铸造,欧洲,kg
02a4315f-a14e-5d0d-b418-b08adec3e620_0d3eda5a-4601-4573-9549-0701c459ab88,硬煤制备,印度,kg
02a6ef01-b6d3-5448-8073-9d8d5193006d_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,厄瓜多尔,kWh
02aa3a6c-4cbf-50c9-9110-c0e7902c8cc9_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，牧场，人造一年生作物,巴西，S?o保罗,kg
02ac183e-bbec-5e83-9523-5a9e59ae45ad_7d9fbf75-0c6d-4786-9aad-a065231790d6,底灰处理，MSWI[F]-WWT，LCD 背光源生产的 WW，渣室,瑞士,kg
02b20d84-5b49-5c00-9962-cae40d1f1446_5048f36a-990d-4188-9834-7792f51cad69,液体包装板容器市场,全球,kg
02b25d16-fd19-5493-a7fa-6397ec7e03c2_4c2b6470-79f6-40e4-b6c0-08a769c9ab04,正丁烷直接氧化生产马来酸酐,欧洲,kg
02b25d16-fd19-5493-a7fa-6397ec7e03c2_bd20be8e-9b7a-4391-980f-4ecf8f2867be,正丁烷直接氧化生产马来酸酐,欧洲,kg
02b57955-189b-51e0-9311-c0562154867d_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气市场，高压,联合王国,m3
02bb8e69-bc92-5fa5-a94d-da8283937a1a_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,加拿大，新斯科舍省,kWh
02bd5f9d-6230-57e4-940b-dbc90b23fb10_777bc26c-02e7-441e-a487-e4d4a87dae49,废乳胶漆市场,欧洲除了瑞士,kg
02be2321-c6e6-57a2-a9a8-5cec32387f16_161c0aa4-08cb-4ecd-bef7-a222b221595d,碳粉模块市场，激光打印机，彩色,全球,unit
02be719a-b8c8-5676-91e3-3a833538417e_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，SK进口,乌克兰,kWh
02bf4672-51e4-5fdd-8b4f-a724c562c5a4_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,"巴西,阿马帕",ha
02c1a517-57ee-5d10-8458-000e5921f31a_3a0d77a5-6488-4977-966a-731350be864a,乙烯水合,世界其它,kg
02c1a517-57ee-5d10-8458-000e5921f31a_86f356ee-4bfa-43cf-a82f-4799c7f7c776,乙烯水合,世界其它,kg
02c84b54-d244-584d-b654-1e2d063eca62_773ddd01-c21c-416a-b314-e7af97aa0abd,硫酸锰生产,全球,kg
02ce4317-5dfe-5c76-b521-22144e292f3c_93afc03f-5832-4ec0-8d76-cf6e62efff26,运输、货运、卡车市场 >32 公吨，EURO5,欧洲,metric ton*km
02d24966-c01c-5676-8c3c-2a8d31105697_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 硬煤",中国，新疆(新疆维吾尔自治区),kWh
02d29318-670e-5a88-a80f-2f2dbdd15a1f_53fcddba-2f3f-47dd-a2cf-6196566f4dd0,维护、传输网络、电力、高压直流海底电缆,世界其它,km*year
02d673e9-7dc0-5f50-bc23-d98bffc11e6d_66c93e71-f32b-4591-901c-55395db5c132,发电、风力、1-3MW 涡轮机、陆上,法国,kWh
02d7daa9-0818-5b1f-a1b6-73e570a3754d_eff0389a-97da-4ce4-9365-1de4291ec8fb,钛铁矿市场，54%二氧化钛,全球,kg
02d94b88-3176-5d2d-8a19-839c588825a3_6f2eb438-cde2-4d07-a770-d023a988a9c4,未经处理的废木材市场,Czechia,kg
02d98bd7-346a-5b42-b3b7-9752f0be40bc_9877633e-9724-4677-8313-5324fb5c86c2,处理用过的长衬里，钢,全球,kg
02da281d-1aaa-5d71-b985-4e0f89c8ffeb_6d874a27-bc1e-45a5-8dcd-7d0754ee17d1,铸铁车削，主要是粗加工，常规,欧洲,kg
02dfce33-2917-5ebf-8eac-b615ff7032f5_8c141c2c-4da1-4522-a67b-ec981572e89d,残留物处理，MSWI-WWT，WW，平均值，残留物填埋场,欧洲除了瑞士,kg
02e17ba6-9a9c-5aa8-b7c3-006a5f2e4fcf_3f14ad74-3caf-4ddc-9155-c78e40f80a14,通过变压吸附将沼气提纯为生物甲烷,瑞士,m3
02e624b5-f70d-5660-8eae-bc9e09daa1d3_66c93e71-f32b-4591-901c-55395db5c132,热电联产、柴油、200kW 电力、SCR-NOx 还原,巴西，东北电网,kWh
02e624b5-f70d-5660-8eae-bc9e09daa1d3_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、柴油、200kW 电力、SCR-NOx 还原,巴西，东北电网,MJ
02e850d0-267c-573b-9a54-902ff5936ceb_54d3412f-bf58-44be-8a75-f4b35480f24e,基础设施建设，用于石油产品的区域分配,欧洲,unit
02ea3de5-24d1-59e1-aa97-5ca451c99a4b_eb8fd188-240c-4b62-9b24-0265599b8d95,苜蓿/草青贮饲料生产,"加拿大,魁北克",kg
02eb989c-6795-501d-abbb-e05f7aed423e_765e7edf-19bc-4110-bb7c-32df8d749c54,混凝土市场，50MPa,美国北部,m3
02ebac40-1427-557e-a155-fa285b07b04d_55cd1ee7-9869-4248-8800-1be2f66267aa,铁镍铬合金生产,世界其它,kg
02ec6a01-9cad-51b8-a5ed-888f270eb5ee_b5eebddc-a88d-42db-ba7e-47bba77b7446,地面粒化高炉矿渣生产废水的处理，废水处理,美国,m3
02eee729-9689-56af-a349-437a673aae81_c691b775-a65a-4b77-a588-c8c6cd01c725,运输、货运、卡车市场 16-32 公吨，EURO6,世界其它,metric ton*km
02f02f1a-e177-5c99-ab52-fb2768e76071_a235b2ff-3237-44b0-a445-b852376a1939,大麦生产，瑞士综合生产，广泛,瑞士,kg
02f02f1a-e177-5c99-ab52-fb2768e76071_d7f544d6-c372-4fc3-81ae-44aa3614c9fc,大麦生产，瑞士综合生产，广泛,瑞士,kg
02fa161c-9499-549e-87c8-bf73a0eeb27f_d6ec2fa7-9885-4c36-afb9-1d336d86c3dd,聚丁二烯生产,欧洲,kg
02fe5cc2-4a98-5c78-ab13-d0565a8b0036_f34f8cab-8343-4e5b-89df-be2deada9b1f,小麦、饲料市场,全球,kg
0303c71f-798e-5413-86ff-8cb04fb78e68_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,日本,kWh
0305e511-12ae-53cb-be46-26bb1e174a3b_7b349a0f-7612-5137-9026-ddcb5e924ed1,十溴二苯醚市场,全球,kg
03092a20-2e54-5ff1-b5a9-fd909f24d18d_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,"加拿大,魁北克",kWh
030e40f8-1a02-5ccb-b480-ae3f35e83d07_370f3b6f-cd34-496d-a249-3045fdb389a1,土壤市场，受污染,全球,kg
03109872-c323-5860-bff6-ba8691671bdf_66c93e71-f32b-4591-901c-55395db5c132,电力生产、深层地热,智利,kWh
03145137-bff3-52ac-8cb2-922ff77cf83e_d67dd10d-a233-433b-9111-76df6834074b,造纸，含木，超级压光,世界其它,kg
03188d40-76f8-5779-b6df-fd98173ff778_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,澳大利亚,kWh
0318c7dd-dd7a-5eeb-93d5-6086679c28f5_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,"印度,恰蒂斯加尔邦",kWh
031d8772-2887-5f8b-9036-262e0e0ca6a6_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,热生产，木屑颗粒，炉内 9kW,世界其它,MJ
03246069-d3bb-5657-9061-91c73ea84003_97ee3bfa-7894-4353-9208-c2bf1ae1dce1,光伏层压板生产，独联体,世界其它,m2
032615d5-bf41-5bb3-951b-43f324997823_560e69eb-413e-49db-8796-3dd103ae8888,甜菜生产,德国,kg
03285e8e-7e7e-5d3f-aab1-c5ae53b8e5d1_be6ef9ec-def4-45c3-8252-b54fe99a0041,钻井废料市场,世界其它,kg
032cb912-a673-5665-b700-0a91d9dc2b1f_7ee0ddc3-924d-4339-b9bf-7856af6a698f,废聚乙烯市场,卢森堡,kg
032f67df-04a9-5bec-b8fd-863b928a2e06_3454a297-a1e9-4ac5-9915-3b9601c0a7f9,柴油市场，在柴油发电机组中燃烧，10MW，用于石油和天然气开采,全球,MJ
032fe6c3-ef5f-5849-87ec-27e1970e44e1_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,世界其它,kWh
033ae973-6bc9-55bc-af27-7ae16edc8276_66c93e71-f32b-4591-901c-55395db5c132,电力生产、核能、压水反应堆,中国，上海(上海),kWh
033e7b50-66ca-5554-a058-e7be35e439a0_01d3bb5a-645e-485c-9661-cdcebf93385c,橙子生产、加工级,美国,kg
034030f9-3f07-56ff-99d1-f1380eb64d76_1c819f15-1202-4fa9-8ef9-72196c2dfb85,苹果生产,中国,kg
0340c10e-3c2d-5137-92e0-c12976304824_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化，多年生作物,巴西、英亩,ha
03431940-d491-5fdd-8165-7832695d4307_9b9edcf3-0539-4642-9516-0df642a5c41a,皆伐，原始森林到耕地，多年生作物,巴西，南里奥格兰德州,kg
03435c8e-2471-5499-94d9-b23eb0673432_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，德国进口,瑞典,kWh
03445146-be07-5c6d-9c75-c772306b21e7_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，多年生农田到一年生作物,新西兰,kg
0348ff9b-0395-5dbb-965e-619dcf70b0d3_8cf5de7a-4796-4cfc-bd53-9b7148841b20,耕作市场，旋耕机,全球,ha
035644a2-aea7-5ea8-ae53-5e39e6b3872b_11b71553-cc51-438e-8cb5-0337836737ae,使用飞灰提取处理废旧纺织品、脏污、市政焚烧,瑞士,kg
035644a2-aea7-5ea8-ae53-5e39e6b3872b_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,使用飞灰提取处理废旧纺织品、脏污、市政焚烧,瑞士,MJ
035644a2-aea7-5ea8-ae53-5e39e6b3872b_637ee275-a239-4dcb-b084-abfa110dd65b,使用飞灰提取处理废旧纺织品、脏污、市政焚烧,瑞士,kWh
03585b56-41b7-5950-a8c0-24442900b0ac_66c93e71-f32b-4591-901c-55395db5c132,发电、风力、1-3MW 涡轮机、陆上,中国，重庆(重庆),kWh
035a3c9d-fdaf-5245-9bce-203969edad34_44ea8a61-e589-4693-9d8c-03c5d7aa08f7,复垦市场，铝土矿,全球,m2
0362f991-8387-5198-8315-e50bb67b85f4_cca439a0-2e00-45f0-a360-2aad6ce606a9,铝电解耐火废锅衬处理，残料填埋,世界其它,kg
0372ffb9-5e86-5ca1-bf6e-8c876264b63c_2b5712fb-1c87-44e1-9131-4970e73264ef,铝电解设备市场,全球,unit
03763a5f-e621-5cbe-a95e-b4759c8722b7_d51e5a32-c20a-4da6-8d58-31f344b50c00,废图形纸市场,黑山,kg
0377ccee-674f-5dbb-a525-ba45888c03ca_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从BA进口,黑山,kWh
03840c2a-894e-59b0-a08a-517ad2ba94ee_1c5d51e7-9762-5fbb-b707-03198c65b424,天然气，在燃气轮机中燃烧,尼日利亚,MJ
03840fe6-b651-5411-a10a-6b1f4caa46f0_69b3d58f-ddde-59c4-a78d-2ededd641aab,皆伐，原始森林到耕地，森林，集约化,巴西、马拉尼昂,kg
038980e1-5ac3-56dd-a919-781f5dd9a5ba_5c77149d-00f4-4d78-9977-7b6eb2e89411,使用过的房间连接溢流元件的处理，钢，约。 40立方米/小时,世界其它,unit
038c0b1b-6637-52e2-a465-f10eeafcc223_3b2a8b24-0f2e-4e35-a10c-98e1be81c80b,聚氟乙烯生产,世界其它,kg
03969c7f-3bde-5e3e-b3c0-a8c5b7c3cb9a_b8e7c209-349c-4f20-956b-533119feab30,重油，在炼油炉中燃烧,瑞士,MJ
039a1849-0f66-5355-a67d-3f4afb4506c5_cdbf0bef-39f7-46c8-87a2-3f9f679b5bb7,底层鱼市场，新鲜,全球,kg
039b32fd-444c-5b2d-b78d-73b97ecf510b_888353c6-711d-4ba3-95eb-0368b6592c66,定向刨花板市场,欧洲,m3
039c6845-890f-5475-8c72-dccde1ae3bad_d1567df0-6921-5a69-adb0-71cacf11683c,磷酸一铵市场,中国,kg
03a0bfae-a16d-50d7-9629-fc9b345dcc9b_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、传统发电厂,土耳其,kWh
03a18136-3cc9-5efc-8b6d-207e0a252a62_e180c07f-fa94-4f7c-8a2f-32cb78f52bd6,汽油，无铅，从 RoW 进口,南非,kg
03a78fb5-0048-5970-8b41-24e069e46f84_1125e767-7b5d-442e-81d6-9b0d3e1919ac,热电联产、天然气、联合循环发电厂、400MW 电力,中西部可靠性组织，仅美国部分,MJ
03a78fb5-0048-5970-8b41-24e069e46f84_66c93e71-f32b-4591-901c-55395db5c132,热电联产、天然气、联合循环发电厂、400MW 电力,中西部可靠性组织，仅美国部分,kWh
03a8be07-2637-54f6-9a1a-ed4523292e35_88afd721-07ec-4910-a004-fa3fecb6bf70,废塑料、混合物市场,葡萄牙,kg
03ac60e9-140a-5ab3-af38-ad07e52df2f7_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，美国NPCC进口,加拿大，新斯科舍省,kWh
03aea40c-15f1-515c-a26d-6fb41b550932_66cb9d31-9dcf-4b71-9ccb-5b3b282a48c6,维护，卡车 28 公吨,瑞士,unit
03b03591-64a3-5064-83eb-460bc125fea2_b4d3bf0b-4192-4c37-b639-c85ace435c13,车削钢材市场，主要是修整，计算机数控,全球,kg
03b1f3bc-8b53-513f-90f6-d5f382e2a373_a8f9b840-05ff-4dad-b11e-dd4b1342655d,硅胶制品生产,欧洲,kg
03bae4b8-5eae-5086-b4ee-6ba01a6ac926_549ed137-7c51-478f-90d8-42225766d52a,脱墨污泥灰的市场,世界其它,kg
03bc985d-4388-5d35-8c79-426a19b9f202_533392d3-8fa6-44bb-9b79-b14c0a0e66e0,柴油市场，在柴油发电机组中燃烧，18.5kW,全球,MJ
03bed34c-dcad-5c92-aa33-2c53e91a73fc_40d890a5-47da-4e75-b7f2-d0f98d41f1a8,电池生产，锂离子，LFP，可充电，棱柱形,世界其它,kg
03bf54d0-35e5-5e1e-988a-1746796aba55_21669f19-9df7-43b1-8a16-f509b1b25c43,碳纤维增强塑料市场，注塑成型,全球,kg
03c692e0-006d-5450-99e7-55a68d4d5a96_9b9edcf3-0539-4642-9516-0df642a5c41a,已经使用的土地，多年生农田到多年生作物,"巴西,朗多尼亚",kg
03c6d2e3-0b53-57cd-8cc3-f25eeae1bb39_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,约旦,kWh
03cb9551-59b2-53da-af09-a79267e5a28c_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45,自来水生产，常规生物处理,世界其它,kg
03cba415-d11f-537b-815e-b29239152c4a_deacf25b-6aee-5105-893d-b78661769ca8,磷酸二铵市场,美国北部,kg
03cf28b4-4bb5-59fa-ae41-b8cc46e5dbd6_9b9edcf3-0539-4642-9516-0df642a5c41a,已经使用的土地，多年生农田到多年生作物,巴西巴伊亚,kg
03cfa35f-ed9a-56ca-be3b-0b1739e195d0_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,巴拿马,kWh
03d18a94-74d0-5a42-b695-3bc7458bb25d_dccd37a7-b2cf-47ea-969b-6cdd748dfa12,蒸压加气混凝土砌块市场,印度,kg
03d5a0af-2321-5523-8622-c9391e379fec_60de37c6-15cf-4e4c-ab79-11deb3731de4,燃料电池生产，堆叠聚合物电解质膜，2kW 电气，未来,世界其它,unit
03daa4fb-395b-5132-b9e5-09e3420e9468_6b7e58ca-8d06-49bd-8b8e-02673cda3297,柴油发电机组市场，18.5kW,全球,unit
03e0303f-d48d-585c-ab5a-be0b08e89356_204b2d00-944d-5fc7-9bbd-df7f2948bb5a,二手平板电脑市场,全球,kg
03e0d6b4-f9a8-5691-8661-1727077ba5e0_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,中国，广西(广西壮族自治区),kWh
03e12694-4b4a-589f-92f8-9f6ddbd2738e_3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8,混凝土生产，25MPa，用于建筑施工，使用水泥，CEM II/BV,南非,m3
03e5f2ba-0fe5-5720-8ffc-326e73d0d930_7c3dbbb9-cc2d-43e8-acf9-abfa115d2ae5,硫化物尾矿的处理，来自铜矿运营，尾矿蓄积,世界其它,kg
03e96e48-d1d0-5d8d-b611-06250ed8aef9_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，SE进口,立陶宛,kWh
03ef9063-fa69-58be-b4ef-feb4068e6df9_978cf29a-1caf-4d3b-8195-9912a082c86f,激光加工，金属，CO2 激光，5000W 功率,世界其它,hour
03f0f1e8-65d4-5d67-8719-5c9c5f5e172b_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,"巴西,朗多尼亚",ha
03fa7e41-1232-56e5-a3ae-6125c1336109_b4fe7649-79c8-48a4-a3aa-e14023ff35a7,废旧电容器处理，危险废物焚烧,瑞士,kg
03fa8984-b923-5bd5-b96f-02ac6063e520_f789bd15-b658-4ec2-b4ea-48ad0d6a94a1,维护，固体氧化物燃料电池，带微型燃气轮机，180kW 电，未来,世界其它,unit
03fbf776-9166-5b1a-a66a-acf74116ebae_71e2f1db-a2c5-44d0-8337-dfff15be974d,污水污泥处理，75% 水，WWT，WW，平均值，卫生填埋场,世界其它,MJ
03fbf776-9166-5b1a-a66a-acf74116ebae_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,污水污泥处理，75% 水，WWT，WW，平均值，卫生填埋场,世界其它,kWh
03fbf776-9166-5b1a-a66a-acf74116ebae_77d93716-943e-4432-bb07-53683c7aff2e,污水污泥处理，75% 水，WWT，WW，平均值，卫生填埋场,世界其它,kg
03ffe6b2-5c6b-5bf5-b609-5e1fd923d016_d69294d7-8d64-4915-a896-9996a014c410,电力，低电压，残余混合,立陶宛,kWh
0400881b-58dd-5f9b-a299-00bb3c181603_66c93e71-f32b-4591-901c-55395db5c132,消化池污泥处理，市政焚烧，未来,瑞士,kWh
0400881b-58dd-5f9b-a299-00bb3c181603_6e7624f7-2c91-48f7-a721-c4aa9fbffee9,消化池污泥处理，市政焚烧，未来,瑞士,MJ
040478dc-4422-5207-985e-67011ef0e88e_a8c7249e-9a1a-44b3-b603-e2e2268d56f6,鱼罐头市场，小鱼,全球,kg
04096f7c-60bc-501a-b1e5-59ea0008c263_9b8b880d-a6f6-45e1-ab18-cc2562b6da61,棉籽市场,孟加拉国,kg
040e151a-5616-55f7-8bff-9f54777eeb0e_ecec59b7-367f-421e-8258-c809111a9923,泥炭生产,北欧国家电力协会,kg
0415dd02-f1db-5aa6-a624-2e98193443a2_58ccc768-107d-420b-9206-e47f333feeca,激光加工，金属，YAG 激光，40W 功率,世界其它,hour
041694dd-c9fb-5afc-b66f-c2eb79e2e6b4_91ecda95-607d-54b4-ac43-91b892561678,废物处理设施建设,瑞士,unit
0417eeb2-fce2-5ba9-9824-4fb3340eda3d_eee95138-58c8-4172-9b1f-754ba074325d,混凝土，所有类型的混凝土通用市场，正常强度,奥地利,m3
04194393-8992-51c1-9b80-c34eaa7e1f66_6826a703-2476-42f3-bb7c-4f32594ab030,尼龙 6-6 生产，玻璃纤维填充,欧洲,kg
041b31f2-6bc7-576f-a03d-ab4f4750bd06_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、传统发电厂,印度、特里普拉邦,kWh
041dc512-90cc-59ea-a19a-035aeb37099e_68db7412-ba35-488b-8a45-9a9f48448522,硝酸生产，产品呈50%溶液状态,拉丁美洲和加勒比,kg
041dc512-90cc-59ea-a19a-035aeb37099e_bd20be8e-9b7a-4391-980f-4ecf8f2867be,硝酸生产，产品呈50%溶液状态,拉丁美洲和加勒比,kg
041fb479-d04b-5259-8445-c4de185d31a2_587e34c8-1ee3-467a-803a-a82503cdfaa0,木材防腐设备、浸渍/浸泡槽市场,全球,unit
042003bb-6b53-5a4f-a13a-5a1fc4200d81_9219c94a-7a25-4a4c-b25d-c096fdd50d47,废聚氯乙烯处理、卫生填埋,世界其它,kg
0421f72d-7f85-582d-a175-eee603cb075f_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,石油和天然气生产，海上,科威特,m3
0421f72d-7f85-582d-a175-eee603cb075f_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5,石油和天然气生产，海上,科威特,kg
0425af3c-608d-59e5-95ba-7c90adba02ab_66c93e71-f32b-4591-901c-55395db5c132,热电联产，木片，6667 kW，最先进的 2014,葡萄牙,kWh
0425af3c-608d-59e5-95ba-7c90adba02ab_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产，木片，6667 kW，最先进的 2014,葡萄牙,MJ
0427349d-4813-50e4-8e1a-0f086b02549a_609c7578-4cdb-42f5-ae5d-cadf993a9aaa,煤炉产量，5-15kW,世界其它,unit
0429c975-67bd-529c-b7af-8af5ebd9e2e1_88afd721-07ec-4910-a004-fa3fecb6bf70,废塑料处理、混合物、露天焚烧,全球,kg
042eeb96-a313-5031-a167-e4e24d854aa9_37eceabd-b33f-4757-a4b9-5c51dee1710d,砾石生产，粉碎,巴西,kg
043419ce-e2d5-5dbf-acc0-f24c0d734072_08c64e0a-dbf8-47a7-86dc-c281f357e9cd,牛角粉市场,全球,kg
04343dba-1acc-5cb9-85bd-cc22049528d3_4c02e7e3-bfb1-4a9a-aaca-0d628305cdce,甲酸甲酯市场,全球,kg
